gazetteer_title,stream_name,tributary_side,primary_county,origin,flow_description,destination_details,additional_data,canvas_fragment,image,current_alphabet_letter
Gazetteer of Surface Waters of Iowa,Snipe Creek,Left,Marshall County,"sec. 24, T. 82 N., R. 19 W.","flows south 11 miles into North Skunk River (tributary through Skunk River to the Mississippi) in Jasper County, T. 80 N., R. 19 W.",North Skunk River (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,3063,2203,54",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Snipe Creek,Left,Marshall County,"sec. 26, T. 82 N., R. 18 W.","flows northeast 5½ miles into Lutes Creek (tributary through Timber Creek to Iowa River and thus to the Mississippi) in sec. 18, T. 82 N., R. 17 W.",Lutes Creek (tributary through Timber Creek to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=74,3272,2202,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Snort Creek,Left,Appanoose County,"T. 69 N., R. 17 W.",flows southwest 2½ miles into Chariton River (tributary to the Missouri).,Chariton River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=74,3479,2206,51",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Sny Magill Creek,Right,Clayton County,"T. 94 N., R. 3 W.","flows southeast about 5 miles into Mississippi River in T. 94 N., R. 3 W.",Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,3613,2200,61",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,Soap Creek,Left,Mitchell County,"sec. 28, T. 99 N., R. 15 W.","flows southwest 5 miles into Little Cedar River (tributary through Cedar River to Iowa River and thus to the Mississippi) in sec. 18, T. 98 N., R. 15 W.",Little Cedar River (tributary through Cedar River to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047#xywh=73,3820,2203,59",0047_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0047.jpg,S
Gazetteer of Surface Waters of Iowa,"Soap Creek, Big",Right,Monroe County,"T. 71 N., R. 17 W.",flows southeast 15 miles and northeast 21½ miles into Des Moines River,"Des Moines River (tributary to the Mississippi) at Eldon, Wapello County, T. 71 N., R. 12 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=328,367,2223,56",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,"Soap Creek, Little",Left,Monroe County,"T. 71 N., R. 16 W.",flows east 9 miles and southeast 10 miles into Soap Creek,"Soap Creek (tributary through Little Cedar River to Cedar River, which discharges into the Mississippi through Iowa River) in Davis County, T. 70 N., R. 13 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=327,579,2222,50",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,"Soap Creek, South",Right,Appanoose County,"T. 70 N., R. 17 W.",flows southeast 12 miles and northeast 3 miles into Soap Creek,"Soap Creek (tributary through Little Cedar River to Cedar River, which discharges into the Mississippi through Iowa River) in Davis County, T. 70 N., R. 15 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=322,857,2223,51",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Soldier Creek,Right,,"Tremont Lake in Emmet County, T. 100 N., R. 32 W.",flows southeast 6 miles into East Branch of Des Moines River,"East Branch of Des Moines River (tributary through Des Moines River to the Mississippi) in sec. 36, T. 100 N., R. 32 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=322,1136,2227,50",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Soldier Creek,Left,Humboldt County,"T. 91 N., R. 27 W.",flows southwest 19 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) at Fort Dodge, Webster County, T. 89 N., R. 28 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=320,1343,2231,52",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Soldier River,Left,Ida County,"T. 86 N., R. 39 W.",flows southwest 72 miles into Missouri River,"Missouri River in Harrison County, T. 78 N., R. 45 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=320,1552,2226,51",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,"Soldier River, East Fork",Left,Crawford County,"T. 85 N., R. 39 W.",flows southwest 19½ miles into Soldier River,"Soldier River (tributary to the Missouri) in Monona County, T. 84 N., R. 42 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=320,1691,2226,52",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,South River,Right,Clark County,"T. 73 N., R. 27 W.",flows northeast 53 miles into Des Moines River,"Des Moines River (tributary to the Mississippi) in Marion County, T. 77 N., R. 21 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=319,1895,2223,61",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spencer Creek,Right,Scott County,"sec. 17, T. 79 N., R. 4 E.",flows southeast 8½ miles into Mississippi River,"Mississippi River in Scott County, sec. 7, T. 78 N., R. 5 E.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=320,2320,2225,51",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Branch,Right,Carroll County,"sec. 24, T. 83 N., R. 35 W.",flows east 6 miles into Middle Branch of Raccoon River,"Middle Branch of Raccoon River (tributary through Raccoon River to Des Moines River and thus to the Mississippi) in Carroll County, T. 83 N., R. 34 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=319,2452,2223,63",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Branch,Left,Jones County,"sec. 9, T. 84 N., R. 3 W.",flows southwest 4 miles into Wapsipinicon River,Wapsipinicon River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=318,2737,2224,51",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Branch Creek,Left,Worth County,"T. 98 N., R. 20 W.",flows south 7 miles into Lime Creek,"Lime Creek (tributary through Shellrock River to Cedar River, which discharges into the Mississippi through Iowa River) at Madison City, Cerro Gordo County, sec. 28, T. 97 N., R. 20 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=318,2873,2219,53",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Left,Buchanan County,"T. 88 N., R. 10 W.",flows southwest 5 miles and south 13 miles into Cedar River,"Cedar River (tributary through Iowa River to the Mississippi) in Blackhawk County, T. 87 N., R. 11 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=315,3152,2230,54",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,Clay County,"sec. 33, T. 96 N., R. 38 W.",flows northeast 6 miles into Ocheyedan River,"Ocheyedan River (tributary through Little Sioux River to the Missouri) in sec. 2, T. 96 N., R. 38 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=318,3363,2227,53",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,,Clayton County,10 miles long; flows in a northeasterly direction into Volga River,Volga River (tributary through Turkey River to the Mississippi),10 miles long,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=318,3576,2219,50",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,Des Moines County,"sec. 28, T. 70 N., R. 3 W.",flows southeast 10 miles into Mississippi River,"Mississippi River in Des Moines County, T. 69 N., R. 2 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=318,3708,2222,59",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,Franklin County,"T. 92 N., R. 22 W.",flows east 17 miles into Otter Creek,"Otter Creek (tributary through Hartgrave Creek to Shellrock River, a branch of Cedar River, which discharges into the Mississippi through Iowa River) in T. 92 N., R. 19 W.",,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048#xywh=320,3852,2220,52",0048_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0048.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,Harrison County,"sec. 12, T. 79 N., R. 41 W.","flows south 7 miles into Mosquito Creek (tributary to the Missouri) in T. 78 N., R. 41 W.",Mosquito Creek (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=51,366,2200,50",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Left,Linn County,"T. 82 N., R. 5 W.",flows southwest 6 miles into Cedar River (tributary through Iowa River to the Mississippi).,Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=152,2571,2097,50",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Left,Mitchell County,"sec. 19, T. 98 N., R. 15 W.","flows south 7 miles into Red Cedar River (tributary through Iowa River to the Mississippi) in T. 97 N., R. 17 W.",Red Cedar River (tributary through Iowa River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,640,2204,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Creek,Right,Webster County,"sec. 34, T. 88 N., R. 30 W.","flows northeast 7 miles into South Branch of Lizard Creek (tributary through Des Moines River to the Mississippi) in sec. 33, T. 89 N., R. 29 W.",South Branch of Lizard Creek (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,848,2204,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Spring Valley Creek,Left,Mills County,"sec. 15, T. 71 N., R. 42 W.","flows southeast 6 miles into West Nishnabotna River (tributary through Nishnabotna River to the Missouri) in sec. 32, T. 71 N., R. 41 W.",West Nishnabotna River (tributary through Nishnabotna River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,1055,2204,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Spruce Creek,Right,Jackson County,"sec. 21, T. 87 N., R. 4 E.",flows southeast and northeast 8 miles into the Mississippi.,Mississippi River,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,1262,2204,50",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Squaw Creek,Right,Clarke County,"T. 72 N., R. 27 W.","flows northeast 35 miles into South River (tributary through Des Moines River to the Mississippi) in Warren County, T. 75 N., R. 24 W.",South River (tributary through Des Moines River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,1394,2204,58",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Squaw Creek,Right,Franklin County,"sec. 30, T. 92 N., R. 20 W.","flows 11 miles generally eastward from Hartgrave Creek in junction with Otter Creek in Franklin County, sec. 28, T. 92 N., R. 19 W.",junction with Otter Creek,,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=56,1604,2195,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Squaw Creek,Right,Hamilton County,"T. 87 N., R. 26 W.","flows southeast 24 miles to Ames, southeast 2+ miles into Skunk River (tributary to the Mississippi) in Story County, T. 83 N., R. 24 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,1807,2210,56",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Squaw Creek,Right,Jasper County,"sec. 32, T. 79 N., R. 20 W.","flows northwest 8 miles into Skunk River (tributary to the Mississippi), sec. 3, T. 79 N., R. 21 W.",Skunk River (tributary to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,2017,2206,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Squaw Creek,Left,Linn County,"sec. 28, T. 84 N., R. 6 W.","flows southwest 8 miles into Indian Creek (tributary through Cedar River to Iowa River and thus to the Mississippi) in T. 83 N., R. 6 W.",Indian Creek (tributary through Cedar River to Iowa River and thus to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=51,504,2198,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Staff Creek,Right,Howard County,"sec. 19, T. 100 N., R. 14 W.","flows northeast 7 miles into Upper Iowa River (tributary to the Mississippi) in T. 100 N., R. 13 W.",Upper Iowa River (tributary to the Mississippi),"One small tributary enters from the left in sec. 26, T. 100 N., R. 14 W.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,2432,2206,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Stafford Creek,Right,Audubon County,"T. 79 N., R. 35 W.","flows south 5 miles into Nishnabotna River (tributary to the Missouri) in Audubon County, T. 78 N., R. 35 W.",Nishnabotna River (tributary to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,2638,2204,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Steady Run,Right,Keokuk County,"sec. 27, T. 74 N., R. 12 W.",flows northwest 6 miles into South Skunk River (tributary through Skunk River to the Mississippi).,South Skunk River (tributary through Skunk River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,2846,2204,51",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Steele Creek,Left,Decatur County,"T. 69 N., R. 24 W.","flows southeast and southwest 16 miles into Weldon River (tributary through Grand River to the Missouri) in T. 67 N., R. 24 W.",Weldon River (tributary through Grand River to the Missouri),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=45,3043,2201,61",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Steeles Branch,Left,Delaware County,"T. 90 N., R. 5 W.","flows northeast 6 miles into Elk Creek (tributary through Turkey River to the Mississippi) in T. 91 N., R. 4 W.",Elk Creek (tributary through Turkey River to the Mississippi),"Total fall, about 300 feet.","https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,3257,2202,56",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
Gazetteer of Surface Waters of Iowa,Steeles Branch,Left,Madison County,"T. 75 N., R. 26 W.","flows east 3+ miles into Clanton Creek (tributary through Middle River to the Mississippi) in T. 75 N., R. 26 W.",Clanton Creek (tributary through Middle River to the Mississippi),,"https://tile.loc.gov/image-services/iiif/public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049#xywh=47,3465,2199,49",0049_public:gdcmassbookdig:gazetteerofsurfa00hoyt:gazetteerofsurfa00hoyt_0049.jpg,S
